kinase,kinase2,cor_cancer,lrt_cancer,eFDR_cancer
ATM,CLK1,0.786543996144839,22.4981732084697,0.000192678227360308
ATM,CLK2,0.824194478833651,23.3222450748556,0.000192678227360308
ATM,CLK3,0.803095755412391,27.3183611964201,0.000192678227360308
ATM,CLK4,0.691806942543679,20.1739590508561,0.000192678227360308
ATM,COQ8A,0.0997909751725975,0.542319337935055,0.584729064038663
ATM,COQ8B,0.316487483915656,1.70142701554721,0.297982708933273
ATM,CSF1R,0.148538567854139,0.747844552107608,0.511224489795243
ATM,CSK,0.116500815329105,0.911389959439703,0.458333333332715
ATM,CSNK1A1,0.037861418923262,-0.0633832009709749,1
ATM,CSNK1A1L,-0.150638627624396,2.52112627968165,0.189905362775715
ATM,CSNK1D,0.232459593779689,0.976821487037114,0.441578947367819
ATM,CSNK1E,0.35564888689632,3.15349002381265,0.136301369862772
ATM,CSNK1G1,-0.0592343775827039,0.34077588020557,0.66527777777698
ATM,CSNK1G2,-0.192606003503351,4.07042459736158,0.0844106463876664
ATM,CSNK1G3,-0.0547216576376552,0.305737326997246,0.682151029747475
ATM,CSNK2A1,0.924185260174681,33.4624179326892,0.000192678227360308
ATM,CSNK2A2,0.895266510257278,26.9886256685031,0.000192678227360308
ATM,CSNK2A3,0.765192068087479,22.9849527150805,0.000192678227360308
ATM,DAPK1,-0.246047142370059,4.12718644362008,0.0830769230767576
ATM,DAPK2,-0.6681806464827,28.348934928393,0.000192678227360308
ATM,DAPK3,0.373809093012908,4.05061584845248,0.0841509433960619
ATM,DCLK1,-0.809799150657322,27.5163462579228,0.000192678227360308
ATM,DCLK2,-0.732973033870411,19.6699802406133,0.000192678227360308
ATM,DCLK3,-0.387058104068344,13.8382133171291,0.000840336134450124
ATM,DDR1,-0.187503252211826,2.61814454069145,0.179166666666369
ATM,DDR2,-0.236223244368414,2.80893641312116,0.161639344262021
ATM,DMPK,-0.34487324593613,5.92271555397235,0.0315555555554829
ATM,DSTYK,-0.123080947347688,1.43696730981753,0.342061281336554
